投诉品牌,投诉车系,投诉车型,问题简述,典型问题,典型问题2,典型问题4
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
上汽大众斯柯达,明锐,2017款 1.6L 自动 舒适版 经典版,斯柯达明锐换挡机构控制模块故障,变速器,故障灯亮,挡把总成故障
东风悦达起亚,起亚KX5,2019款 1.6T 自动 两驱 豪华版,东风悦达起亚KX5底盘异响 变速箱顿挫异响,变速器,异响,顿挫
北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动经销商未经同意索赔更换车灯,,服务流程不完善,
东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408行驶时发动机熄火故障报警,发动机,故障灯亮,熄火
上汽通用雪佛兰,科鲁泽,2019款 330T 自动 畅快版 RS 国VI,雪佛兰科鲁泽中控显示屏黑屏经销商无配件,车身附件及电器,影音系统故障,配件争议
奇瑞汽车,瑞虎8,2020款 290TGDI 自动 精英版,奇瑞瑞虎8倒车影像反映慢 雷达声音小,车身附件及电器,车载互联故障,倒车雷达失灵
长安汽车,逸动,2018款 1.6L GDI 手动 先锋型 高能版 国V,长安逸动变速器异响经销商维修后未解决,变速器,异响,
广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷启动发动机异响要求解决,发动机,异响,
上汽通用别克,英朗,2018款 15T 双离合 精英型,别克英朗发动机熄火异响 变速箱异响,发动机,异响,熄火
上汽大众,途观L,2017款 380TSI 四驱 豪华版,上汽大众途观L变速箱故障紧急运行模式,变速器,故障灯亮,电脑板故障
一汽-大众奥迪,奥迪A3,2018款 Limousine 1.4T 时尚型 30周年年型,一汽大众奥迪A3后排空调出风口无管道导风,,销售欺诈,其他
东风日产,逍客,2021款 2.0L CVT 豪华版,东风日产逍客经销商赠送保养承诺未兑现,,承诺不兑现,
长城汽车,哈弗H9,2020款 2.0T 四驱 豪华型 7座 汽油,哈弗H9变速箱出现漏油要求给予解决,变速器,漏油,
华晨宝马,宝马X3,2021款 xDrive28i M运动套装,华晨宝马X3导航故障 4S店装饰承诺未兑现,车身附件及电器,导航问题,服务态度
北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,北京奔驰GLB减配碳罐电磁阀阻尼器,发动机,异响,其他
吉利汽车,帝豪,2018款 1.5L CVT 豪华型,吉利帝豪D挡怠速行驶异响 刹车与转向异响,变速器,异响,异响
一汽-大众,速腾,2020款 280TSI DSG 舒适型 国VI,一汽大众速腾订购车型与实际销售车型不符,,销售欺诈,
广汽乘用车,传祺GS4,2016款 235T 手动 豪华版,广汽传祺GS4发动机异响 转向异响 底盘异响,发动机,异响,抖动
一汽吉林,森雅R9,2018款 1.2T 手动 豪华智尚型,一汽吉林森雅R9方向盘按键失灵 底盘异响,前后桥及悬挂系统,底盘异响,影音系统故障
上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 技术型,凯迪拉克XT4全车音响系统故障无声音,车身附件及电器,影音系统故障,车载互联故障
吉利新能源,博瑞新能源,2018款 1.5T PHEV 耀领版,吉利博瑞新能源车机功能缺失卡顿 车辆抖动,发动机,抖动,影音系统故障
一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙厂家医生礼遇活动与宣传不符,,销售欺诈,
广汽菲克Jeep,指南者,2017款 200T 自动 家享版,广汽菲克Jeep指南者变速箱故障报警异响,变速器,异响,故障灯亮
一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾驾驶室位置明显下沉要求解决,前后桥及悬挂系统,悬挂故障,
一汽丰田,卡罗拉,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉事故车经销商过度维修,,人员技术,
北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱跳挡顿挫异响,变速器,异响,顿挫
长城汽车,哈弗H9,2020款 2.0T 四驱 尊享型 5座 汽油,哈弗H9发动机高温报警防冻液与机油混合,发动机,故障灯亮,冷却系统故障
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L变速箱阀体损坏无法加速,变速器,滑阀箱故障,
一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 进取型 Plus,一汽大众奥迪A4L空调压缩机异响,车身附件及电器,空调问题,
一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L发动机变速箱底盘有异响,发动机,异响,异响
东风本田,杰德,2020款 1.8L 自动 舒适版,东风本田杰德发动机故障灯报警无法解决,发动机,故障灯亮,
一汽丰田,皇冠,2015款 2.0T 时尚版,一汽丰田皇冠减震器漏油希望处理,前后桥及悬挂系统,减震器漏油,
上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国Ⅵ,斯柯达柯珞克启停故障 车身抖动,车身附件及电器,发动机启停系统故障,
一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一汽大众迈腾发动机漏油 涡轮异响,发动机,异响,漏油
上汽大众,帕萨特,2017款 330TSI 尊荣版,上汽大众帕萨特涡轮位置锈蚀希望厂家处理,车身附件及电器,车身生锈,
北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动大灯出现脱壳现象要求解决,车身附件及电器,灯罩裂纹或变形,
江淮汽车,瑞风M3,2018款 1.6L 速运版 7座,江淮瑞风M3发动机活塞断裂顶缸希望尽快处理,发动机,缸体破损,
东风本田,思域,2016款 220TURBO 手动 豪华版,东风本田思域车辆多次熄火希望尽快处理,发动机,熄火,
东风日产,天籁,2020款 2.0L XL Upper 智行版,东风日产天籁经销商喷漆技术差,,人员技术,
北京现代,领动,2019款 1.5L CVT 智炫·精英型,北京现代领动车漆鼓包影响车辆美观,车身附件及电器,漆面起泡开裂,
广汽乘用车,传祺GS4,2015款 200T G-DCT 精英版,广汽传祺GS4变速箱异响顿挫感强烈,变速器,异响,顿挫
吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL车漆有严重色差影响美观,车身附件及电器,车身有色差,
吉利汽车,远景X6,2016款 1.3T CVT 豪华型,吉利远景X6排气管烟量大并且异味,发动机,排气故障,
东风日产,骐达TIIDA,2016款 1.6L CVT 乐动版,东风日产骐达转向异响希望尽快处理,转向系统,异响,
北京奔驰,奔驰GLB,2020款 GLB 180 动感型,北京奔驰GLB未安装碳罐电磁阀阻尼器,,其他,
长城汽车,WEY VV5,2017款 VV5 超豪型,WEY VV5左后视镜异响 颠簸路面底盘异响,前后桥及悬挂系统,底盘异响,后视镜故障
领克,领克03,2021款 2.0TD 自动 劲 冠军版,领克03多项配置疑似减配希望尽快处理,,其他,
上汽通用雪佛兰,景程,2010款 1.8 手动 SX豪华版 新景程,雪佛兰景程车内异味严重影响人员健康,车身附件及电器,车内异味,
江铃汽车,驭胜S350,2013款 2.4 自动 两驱 柴油 豪华款 五座,江铃驭胜S350车身生锈 线束老化 行驶顿挫,变速器,顿挫,车身生锈
上汽通用别克,英朗,2013款 1.6 自动 舒适型 XT,别克英朗发动机抖动希望尽快得到处理,发动机,抖动,
广汽本田,凌派,2020款 锐·混动 1.5L 锐·领先版,广汽本田凌派新车锈蚀希望得到处理,车身附件及电器,车身生锈,
长安汽车,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT 旗舰型,长安逸动赠送保养承诺不兑现希望处理,,承诺不兑现,
广汽丰田,YARiS L 致享,2017款 1.5E CVT 魅动版,广汽丰田致享涨紧轮故障希望处理,发动机,正时链条及齿轮故障,
江淮汽车,嘉悦A5,2020款 1.5T CVT 超越型,江淮嘉悦A5发动机低速机油泵异响,发动机,异响,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客新车存在补漆与拧动痕迹,,销售欺诈,
厦门金龙,厦门金龙K01,2012款 K01XMQ6110 玉柴,厦门金龙保修期内故障维修费用与拖车费不索赔,,服务态度,
东风日产,轩逸,2018款 1.6XV CVT 尊享版,东风日产轩逸变速箱无法加速希望处理,变速器,无法加速,
一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹发动机变速箱球头漏油,发动机,漏油,漏油
长城汽车,哈弗H6,2020款 1.5GDIT 自动 铂金豪华版,哈弗H6车机无法升级希望得到处理,车身附件及电器,车载互联故障,
华晨宝马,宝马X3,2019款 xDrive30i 领先型 M运动套装,华晨宝马X3车身多处异响多次维修未解决,车身附件及电器,车身异响,中控台异响
上汽通用别克,英朗,2021款 典范 1.5L 自动 精英型,别克英朗中控与车门存在异响,车身附件及电器,门窗异响,中控台异响
福田汽车,奥铃,2007款 BJ1049V8JEA-B,福田奥铃变速箱挂空挡仍然在挡位中,变速器,拖挡,
东风日产,奇骏,2019款 2.0L CVT 智联舒适版 5座 2WD,东风日产奇骏维修时间长配件未到货,,服务态度,承诺不兑现
上汽大众,途观L,2021款 330TSI 自动 两驱 智享版,上汽大众途观L变速箱处于紧急运行模式,变速器,电脑板故障,
上汽大众斯柯达,明锐,2018款 TSI230 DSG 舒适版,斯柯达明锐变速箱机电单元故障希望处理,变速器,电脑板故障,
东风悦达起亚,智跑,2012款 2.0L 自动 两驱 GL,东风悦达起亚智跑车身生锈希望处理,车身附件及电器,车身生锈,
斯巴鲁,森林人,2016款 2.0i 时尚导航版,斯巴鲁森林人经销商出售问题车,,销售欺诈,
猎豹汽车,Mattu,2018款 1.6T GDI DCT 豪华型,猎豹Mattu变速箱无法加速故障灯亮,变速器,无法加速,
一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,一汽大众高尔夫换挡杆故障提示变速器异常,变速器,故障灯亮,挡把总成故障
东风日产,轩逸,2020款 1.6L XL CVT 悦享版,东风日产轩逸新车发电机损坏要求赔偿,车身附件及电器,发电机故障,
北京现代,途胜,2019款 280TGDi 双离合 两驱 智联版 国V,北京现代途胜天窗漏水严重4S店告知正常,车身附件及电器,天窗漏水,
上汽通用别克,英朗,2021款 典范 1.5L 自动 进取型,别克英朗右侧车门车漆出现多处生锈,车身附件及电器,车身生锈,
东风日产,奇骏,2017款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏天窗漏水疑似设计缺陷,车身附件及电器,天窗漏水,
一汽丰田,RAV4荣放,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放右前侧半轴防尘套漏油,前后桥及悬挂系统,半轴渗油,
上汽大众,凌渡,2019款 230TSI DSG 风尚版 国VI,上汽大众凌渡行驶中变速箱有异响,变速器,异响,
上汽通用别克,英朗,2021款 1.3T 自动 轻混动 精英型,别克英朗发动机出现P0442故障码,发动机,故障灯亮,
一汽-大众捷达,捷达VA3,2020款 1.5L 自动 向上人生版,一汽大众捷达VA33倒车影像模糊发动机故障,发动机,故障灯亮,影音系统故障
东风日产,启辰星,2020款 260T 自动 48V轻混增压 星曜版,东风启辰星发动机启动啸叫异响,发动机,异响,
广汽三菱,奕歌,2019款 1.5T CVT 两驱 梦想版 国VI,广汽三菱奕歌天窗异响多次维修未解决,车身附件及电器,天窗异响,人员技术
东风日产,逍客,2017款 2.0L CVT 豪华版 国VI,东风日产逍客低速卡顿变速箱顿挫无力,变速器,顿挫,故障灯亮
上汽通用雪佛兰,探界者,2019款 535T 自动 驰界版 国V,雪佛兰探界者蓝牙连接后音乐播放器黑屏重启,车身附件及电器,影音系统故障,车载互联故障
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰机科鲁兹机油散热器故障防冻液乳化,发动机,冷却系统故障,机油乳化
上汽通用别克,昂科威,2021款 532T 两驱 精英型,别克昂科威主驾驶车门限位器异响,车身附件及电器,门窗异响,
吉利汽车,博越,2016款 2.0L 手动 两驱 智联型,吉利博越离合器分泵失效无法换挡,离合器,异响,
广汽三菱,欧蓝德,2018款 2.4L 四驱 精英版 5座,三菱欧蓝德4S店使用劣质机油保养记录作假,,销售欺诈,配件争议
长安汽车,长安CS55,2017款 1.5T 自动 炫色型,长安CS55转向出现异响 变速箱异响,变速器,异响,异响
东风乘用车,风神AX7,2016款 2.0L 自动 智逸型,东风风神AX7变速箱P挡卡死无法换挡,变速器,无法换挡,
雷克萨斯,雷克萨斯ES,2015款 2.0L 自动  精英版 ES 200,雷克萨斯ES倒车时刹车出现异响4S店拒绝处理,制动系统,异响,
华晨中华,中华V7,2019款 运动款 280T 自动 旗舰型,华晨中华V7车机频繁死机出现故障码,车身附件及电器,车载互联故障,
江淮汽车,嘉悦A5,2020款 1.5T CVT 超越+型,江淮嘉悦A5碰撞测试后车辆严重变形,,其他,
上汽通用别克,英朗,2018款 15T 手动 精英型,别克英朗质保内三元催化老化发动机故障报警,车身附件及电器,三元催化器故障,
长城汽车,WEY VV6,2019款 2.0T 四驱 旗舰型 国VI,WEY VV6加速无力 4S店无法解决,变速器,拖挡,
